Duration (in seconds),RecordedDate,ResponseId,Q_sandwich_1,Q_sandwich_2,Q_sandwich_3,Q_sandwich_4,Q_sandwich_5,Q_sandwich_1_labeled,Q_sandwich_2_labeled,Q_sandwich_3_labeled,Q_sandwich_4_labeled,Q_sandwich_5_labeled,Q_current_hunger,Q_priorities_1,Q_priorities_2,Q_priorities_3,Q_priorities_4,Q_priorities_5,Q_special_diet,Q_special_diet_6_TEXT,Q_past_vegetarian,Q_past_vegan,Q_vegetarian_not_me,Q_vegan_not_me,Q_good_for_env,Q_how_important_env,Q_politics,Q_US_state,Q_live_urban,Q_work_urban,Q_work_urban_3_TEXT,Q_demos_age,Q_demos_gender,Q_demos_income,Q_demos_race,Q_comments,STUDY_ID,treatment
243,2022-07-16 14:09:42,R_BKFG0ITayQ0ImDn,,,,,,1,1,1,0,1,1,3,2,1,5,4,7,,3,3,4,4,3,5,2,7,3,2,,2,2,7,1,,62d1f10777830216276ce524,labeled
282,2022-07-16 14:32:40,R_2EbmnqW9gxtYjg1,0,0,1,0,1,,,,,,1,3,5,1,4,2,7,,5,6,2,2,3,3,4,22,3,2,,2,1,5,1,,62d1f10777830216276ce523,unlabeled
220,2022-07-16 15:24:04,R_RwdE5psEBhwPrY5,,,,,,0,1,0,1,1,3,5,1,2,4,3,7,,2,3,4,4,2,4,2,22,2,2,,5,1,1,1,,62d1f10777830216276ce523,labeled
199,2022-07-16 19:31:30,R_2B3hvw0QLKpy3s8,0,0,0,1,0,,,,,,1,5,3,2,4,1,7,,7,7,4,4,2,4,2,22,2,2,,2,2,7,2,,62d1f10777830216276ce524,unlabeled
317,2022-07-16 19:51:54,R_1FM4imWGO8Ov5Rl,,,,,,0,0,0,1,0,1,4,3,1,2,5,7,,7,7,4,4,2,3,3,7,1,1,,2,2,2,1,,62d1f10777830216276ce524,labeled
307,2022-07-16 21:10:06,R_3CGUKty3oLZGjlR,1,1,0,1,1,,,,,,2,4,5,1,3,2,7,,3,7,3,3,2,4,3,22,2,2,,5,2,3,1,,62d1f10777830216276ce524,unlabeled
196,2022-07-16 23:13:25,R_sG55R6wUHh3rWaR,,,,,,1,0,0,1,0,3,4,3,2,1,5,7,,5,7,4,4,2,4,3,22,2,1,,2,2,4,4,,62d1f10777830216276ce524,labeled
432,2022-07-17 01:26:15,R_poVzMwjq7uQlIxX,0,0,0,0,0,,,,,,3,5,2,1,3,4,7,,3,7,2,1,3,4,2,30,1,2,,4,2,1,1,,62d1f10777830216276ce524,unlabeled
191,2022-07-17 06:41:34,R_3jZqHITEIFmXJES,,,,,,0,0,0,0,0,3,5,3,1,2,4,7,,4,4,5,3,2,4,2,30,3,1,,5,1,5,1,,62d1f10777830216276ce523,labeled
237,2022-07-17 06:44:57,R_2SeOCc6BRFywLq8,0,0,0,0,0,,,,,,2,2,5,1,4,3,7,,4,4,4,4,2,4,3,22,2,2,,5,2,6,1,,62d1f10777830216276ce524,unlabeled
241,2022-07-17 07:19:28,R_9XIPOUL1LPwtn4R,,,,,,1,1,0,1,0,3,5,1,2,3,4,3,,0,5,5,4,3,2,3,22,3,2,,2,1,3,1,,62d1f10777830216276ce523,labeled
165,2022-07-17 08:00:39,R_3MhYRf2FXLUUmR6,,,,,,0,0,0,1,0,1,5,3,1,4,2,7,,7,7,5,5,2,4,2,22,2,1,,4,2,5,1,,62d1f10777830216276ce524,labeled
176,2022-07-17 09:19:52,R_ZE3rJgfgX9NhDrP,0,1,0,1,1,,,,,,2,4,3,1,5,2,7,,7,7,4,4,3,4,2,22,1,3,online/remote,3,2,3,"1,4",,62d1f10777830216276ce524,unlabeled
467,2022-07-17 10:38:47,R_3qsTc9TKjNuTLIM,,,,,,0,0,1,1,1,3,2,3,1,5,4,7,,5,7,5,5,3,5,2,41,2,1,,7,2,2,1,no,62d1f10777830216276ce524,labeled
626,2022-07-17 11:16:54,R_3F5kN9GWxABEquq,0,1,1,0,1,,,,,,2,1,2,3,5,4,7,,3,5,1,1,3,4,4,30,1,1,,3,1,2,2,,62d1f10777830216276ce523,unlabeled
282,2022-07-17 11:21:12,R_12ajpgxppqizCG8,0,0,0,0,0,,,,,,2,5,2,1,4,3,7,,7,7,2,1,4,4,3,22,2,2,,5,2,5,"1,3",,62d1f10777830216276ce524,unlabeled
271,2022-07-17 11:53:45,R_3EyBaf0xkJFEfr3,,,,,,0,0,0,0,0,3,3,1,2,4,5,7,,5,7,5,5,3,4,3,22,2,3,Unempolyed,2,2,1,"1,2",,62d1f10777830216276ce524,labeled
663,2022-07-17 13:38:10,R_2rT5kBPNZ0fqDHQ,,,,,,1,1,0,0,1,2,2,5,1,4,3,6,"Avoid beef, lamb, pork due to their high resource consumption and environmental strain during meat production. Work on reducing poultry consumption and unsustainable fish. Increase number of vegetarian meals per week.",4,7,5,5,1,5,1,22,2,2,,3,2,3,1,"Using the two major political parties as political preferences ignores people whose politics do not map onto those parties' platforms. I am obviously not a Republican but I am also NOT a Democrat. I am an unaffiliated voter because, as a leftist, neither the neo-fascist GOP nor the moderate-conservative DNC represent my views. Please consider using a different metric for political affiliation in future studies.",62d1f10777830216276ce524,labeled
416,2022-07-17 13:47:07,R_2Eayjsd6kWdbirg,0,1,0,0,0,,,,,,4,4,2,1,3,5,7,,2,7,5,5,1,4,2,41,2,2,,2,1,4,1,you made me hungrier :0,62d1f10777830216276ce524,unlabeled
143,2022-07-17 15:34:59,R_9FaJugcnSVXY0Ex,,,,,,0,1,0,0,1,2,3,2,1,4,5,7,,4,7,2,2,3,5,4,7,3,2,,3,2,3,1,,62d1f10777830216276ce524,labeled
215,2022-07-17 15:42:49,R_31bnZOqtQSdSGTE,1,1,0,1,1,,,,,,3,5,2,1,3,4,6,Mostly vegetarian but will make exception for restaurants (rarely),0,7,5,5,2,5,1,22,1,3,Work at home in urban area,3,1,2,1,,62d1f10777830216276ce523,unlabeled
169,2022-07-17 16:53:15,R_1FboGqKsQ0vQQCh,,,,,,0,1,0,0,1,1,1,4,2,5,3,7,,5,7,5,5,2,3,1,22,2,1,,2,2,1,1,,62d1f10777830216276ce524,labeled
1828,2022-07-17 16:59:22,R_8846rBGvsMf6HiV,1,1,0,1,0,,,,,,1,3,4,1,2,5,6,Halal,4,7,4,4,3,4,4,22,2,2,,3,2,2,1,,62d1f10777830216276ce524,unlabeled
344,2022-07-17 18:03:12,R_1JUYxXyucWDjuM7,0,0,1,1,1,,,,,,2,4,1,2,5,3,5,,1,2,5,5,1,5,1,22,2,2,,2,1,4,1,,62d1f10777830216276ce524,unlabeled
255,2022-07-17 19:14:42,R_1IDZ3AtXzN6HRVv,,,,,,0,0,0,0,0,1,3,1,2,4,5,7,,7,7,2,2,2,4,2,48,3,1,,2,1,1,1,,62d1f10777830216276ce523,labeled
213,2022-07-17 19:59:47,R_2YbwimfcURo72y5,1,0,1,1,1,,,,,,2,3,4,1,2,5,7,,3,7,5,4,1,5,2,39,2,2,,2,2,2,1,,62d1f10777830216276ce524,unlabeled
159,2022-07-17 21:23:37,R_1CHhMS48KCu5NRW,,,,,,0,0,0,1,0,1,3,2,1,4,5,7,,7,7,3,3,3,5,3,20,3,2,,3,2,2,1,,62d1f10777830216276ce524,labeled
166,2022-07-17 21:34:08,R_DJqP3I0KAC37ynL,,,,,,1,1,1,1,1,1,3,2,1,5,4,7,,7,7,5,3,3,2,5,7,2,1,,5,1,6,1,,62d1f10777830216276ce523,labeled
194,2022-07-18 06:37:40,R_1cUj8mw0FaPKnEt,0,0,1,1,0,,,,,,2,4,5,1,2,3,7,,7,7,2,1,3,3,4,7,2,1,,3,1,6,1,,62d1f10777830216276ce523,unlabeled
490,2022-07-18 08:10:26,R_2QyvbN7SgpFANGs,0,0,1,0,0,,,,,,1,5,2,1,4,3,7,,7,7,2,2,3,3,3,30,3,2,,7,2,1,1,,62d1f10777830216276ce524,unlabeled
216,2022-07-18 09:37:10,R_28BrcFIhNJTh8cz,,,,,,1,1,1,1,0,3,2,3,1,5,4,2,,5,7,5,4,2,4,2,22,2,2,,4,2,5,6,,62d1f10777830216276ce524,labeled
203,2022-07-18 11:08:16,R_3jfczIinRVM2rZm,,,,,,0,1,0,0,0,1,4,2,1,3,5,7,,3,7,4,4,2,4,1,20,1,1,,3,2,3,1,,62d1f10777830216276ce524,labeled
133,2022-07-18 11:24:37,R_2c591NmXI8gdzqq,0,0,1,1,1,,,,,,3,5,2,1,4,3,7,,5,7,4,4,2,5,1,22,1,1,,2,2,4,1,,62d1f10777830216276ce524,unlabeled
318,2022-07-18 11:47:16,R_3Li1mttnJnKjZpG,,,,,,0,1,1,1,1,2,5,2,1,3,4,7,,7,7,4,2,2,4,2,41,1,1,,4,2,3,"1,2,6",,62d1f10777830216276ce524,labeled
153,2022-07-18 12:41:04,R_xhcCgzTIV9eq1Cp,1,1,0,1,1,,,,,,2,2,5,1,4,3,3,,0,3,5,4,2,4,2,30,3,2,,4,2,5,1,,62d1f10777830216276ce524,unlabeled
259,2022-07-18 13:28:28,R_1GZE4vptfIiSTrp,1,0,1,1,1,,,,,,1,3,2,1,5,4,7,,7,7,4,4,3,4,3,22,1,2,,2,2,3,1,,62d1f10777830216276ce524,unlabeled
208,2022-07-18 13:34:39,R_1nN2YYkLbWvBfWQ,,,,,,1,1,0,1,1,2,2,3,1,4,5,2,,1,7,5,5,2,5,2,22,1,1,,2,2,1,1,,62d1f10777830216276ce524,labeled
145,2022-07-18 13:42:29,R_2agkn6spM2PjTsa,0,1,0,0,1,,,,,,3,2,4,1,3,5,7,,4,7,4,4,2,4,3,22,2,2,,2,2,6,1,,62d1f10777830216276ce524,unlabeled
298,2022-07-18 14:08:47,R_3HM87bul6UKA0VW,,,,,,1,0,0,0,1,1,2,3,1,4,5,6,Avoid some meat and dairy. Try to get mostly raw or fresh foods in.,3,6,4,4,3,5,1,47,1,1,,3,2,2,5,"No comments, thank you.",62d1f10777830216276ce524,labeled
133,2022-07-18 14:24:49,R_sjVsgMpZgFMHjln,1,1,0,1,1,,,,,,2,2,3,1,4,5,2,,1,7,5,5,1,5,1,22,2,1,,2,2,5,1,,62d1f10777830216276ce524,unlabeled
167,2022-07-18 15:13:15,R_pmhwPOEnWz8f3UZ,,,,,,0,0,1,1,1,2,3,1,2,4,5,6,dairy-free,7,7,5,5,2,4,1,22,1,1,,3,2,6,"1,6",,62d1f10777830216276ce524,labeled
174,2022-07-18 15:35:53,R_3249RsHNvTYpcVf,0,1,0,0,0,,,,,,2,4,2,1,5,3,7,,5,6,4,2,2,2,2,22,1,1,,3,2,3,1,,62d1f10777830216276ce524,unlabeled
254,2022-07-18 18:55:04,R_2Ph7Ey5hQmwdYjf,0,0,0,0,0,,,,,,1,3,2,1,4,5,7,,5,6,3,3,3,4,2,22,2,2,,3,1,4,1,,62d1f10777830216276ce523,unlabeled
156,2022-07-18 19:19:44,R_2476j3otzVrdzQY,,,,,,1,1,0,1,1,2,4,2,1,5,3,3,,0,6,5,4,2,4,2,20,1,1,,2,2,4,1,,62d1f10777830216276ce524,labeled
167,2022-07-18 20:58:31,R_W85V3e9fE0mn997,,,,,,0,1,0,0,0,2,4,2,3,5,1,7,,4,7,3,2,1,4,1,22,2,2,,2,1,1,1,,62d1f10777830216276ce523,labeled
147,2022-07-19 16:36:45,R_UtmfjIocEG8ymwV,1,0,0,1,0,,,,,,4,5,2,1,3,4,7,,3,4,4,2,2,4,2,22,2,1,,3,1,2,"1,4",,62d1f10777830216276ce523,unlabeled
155,2022-07-19 16:50:51,R_1od3Hj7UMlU1YRy,1,0,0,0,0,,,,,,2,4,3,2,5,1,7,,7,7,2,1,4,4,6,30,2,2,,3,1,2,4,,62d1f10777830216276ce523,unlabeled
144,2022-07-19 17:09:30,R_3ikVA6mJSYyQdwu,,,,,,0,0,0,1,0,4,2,3,1,5,4,"1,4",,4,5,4,3,2,5,2,22,1,1,,3,1,4,1,this was fun!@,62d1f10777830216276ce523,labeled
105,2022-07-19 17:31:30,R_3k19PSgPBazvqKV,0,1,0,0,1,,,,,,1,5,1,2,3,4,7,,7,7,1,1,2,3,1,41,1,1,,2,1,2,1,,62d1f10777830216276ce523,unlabeled
159,2022-07-19 17:38:27,R_1jGNOaMqtJ1CBP7,,,,,,0,0,0,0,0,2,1,3,2,4,5,7,,7,7,3,3,3,4,4,7,2,2,,5,1,6,1,,62d1f10777830216276ce523,labeled
273,2022-07-19 17:52:05,R_25AXeI61YmJRu7F,,,,,,0,0,0,1,0,2,3,1,2,4,5,7,,7,7,4,4,2,4,3,41,1,1,,4,1,5,4,,62d1f10777830216276ce523,labeled
255,2022-07-19 18:42:54,R_31yoRcRv3joe6HR,0,1,0,1,1,,,,,,3,4,5,2,1,3,7,,7,7,5,5,2,2,3,41,2,2,,3,1,5,1,Fun survey. Those options seemed delicious. When trying a sandwich shop. I love to try the combos with a lot on it. I'm totally okay with vegan options as long as it is filling and tastes good. ,62d1f10777830216276ce523,unlabeled
156,2022-07-19 20:27:21,R_0jLCs7dW1xFlCRb,,,,,,0,0,0,0,0,2,2,4,1,3,5,7,,7,7,2,2,3,5,4,7,3,2,,4,1,2,1,,62d1f10777830216276ce523,labeled
146,2022-07-19 20:59:39,R_2vcWhgoAISoSQAv,0,0,0,1,0,,,,,,2,4,1,3,5,2,7,,7,7,5,5,1,4,3,22,1,2,,2,2,2,1,,62d1f10777830216276ce524,unlabeled
262,2022-07-20 04:00:59,R_2ONg41h9f9v6jpi,,,,,,1,0,0,0,1,3,2,4,1,3,5,1,,2,7,3,3,3,4,3,22,1,1,,4,1,3,1,,62d1f10777830216276ce523,labeled
128,2022-07-20 08:02:14,R_6ihA9X873s2LNuh,1,1,1,0,0,,,,,,2,4,2,1,5,3,7,,7,7,5,5,3,4,2,41,2,1,,3,1,5,1,,62d1f10777830216276ce523,unlabeled
213,2022-07-21 03:51:29,R_1g0XkodPnMGrM5c,,,,,,0,0,0,1,0,4,3,4,1,2,5,7,,2,2,5,5,1,5,1,20,3,1,,4,1,4,1,Yummy ,62d1f10777830216276ce523,labeled
163,2022-07-21 07:13:59,R_1lbZh8ltUDF0hyE,1,0,1,1,0,,,,,,2,3,2,1,4,5,7,,5,7,3,2,1,4,3,22,1,2,,3,1,4,1,none,62d1f10777830216276ce523,unlabeled
265,2022-07-21 12:05:53,R_2sZmRWqor5Nqt7N,,,,,,1,0,1,0,0,2,4,3,1,5,2,7,,4,7,2,1,1,5,1,30,3,2,,2,1,7,1,,62d1f10777830216276ce523,labeled
140,2022-07-22 07:48:06,R_1FgOltNDzHTZeFp,0,0,0,1,0,,,,,,2,5,1,2,4,3,7,,7,7,5,5,1,5,1,22,2,1,,3,1,5,1,,62d1f10777830216276ce523,unlabeled
209,2022-07-22 09:51:34,R_3fvBZNkkUNrMMlj,,,,,,0,0,1,1,1,3,4,1,3,2,5,1,,7,7,1,1,3,5,4,41,1,2,,3,1,3,1,,62d1f10777830216276ce523,labeled
301,2022-07-22 09:51:41,R_1cYwheHMqkkL0se,0,0,0,0,1,,,,,,2,4,5,1,3,2,6,Lack a strong sense of smell Diet (choice food more on texture than taste),4,2,4,4,3,4,3,20,3,1,,5,1,4,1,,62d1f10777830216276ce523,unlabeled
170,2022-07-22 17:10:37,R_3HTj3O8MvgpoTyE,1,0,1,1,1,,,,,,2,4,2,1,3,5,7,,7,7,4,4,3,4,1,22,1,1,,2,2,6,"1,4",,62db23c444b5359e77ce172b,unlabeled
235,2022-07-22 17:10:55,R_Z3FoigEOsVLU7T3,,,,,,0,0,1,1,0,2,4,3,1,2,5,7,,7,7,5,4,2,5,1,33,1,1,,3,2,3,1,,62db23c444b5359e77ce172b,labeled
195,2022-07-22 17:20:05,R_3HHZ46t6vx1WNar,,,,,,0,1,0,1,1,1,3,1,2,4,5,6,Dairy free,4,6,4,4,1,4,3,33,2,2,,2,2,5,1,,62db23c444b5359e77ce172b,labeled
162,2022-07-22 17:23:02,R_1QiubWqbaVhMlkb,1,1,0,1,0,,,,,,2,1,3,4,2,5,3,,1,1,5,5,1,5,1,33,1,1,,3,1,6,1,,62db23c444b5359e77ce172a,unlabeled
143,2022-07-22 17:24:09,R_2ATs4F7pXDLRQwJ,,,,,,0,0,0,1,0,3,4,2,1,5,3,7,,5,7,5,2,4,4,1,33,1,1,,2,3,1,1,,62db23c444b5359e77ce172b,labeled
139,2022-07-22 17:28:12,R_2WumUfDHiZZwyQc,0,0,0,1,0,,,,,,2,2,3,1,4,5,7,,4,6,4,4,1,5,2,48,2,1,,3,1,4,"1,6",,62db23c444b5359e77ce172a,unlabeled
312,2022-07-22 17:33:01,R_3m3FjstG1x8FCZi,,,,,,0,0,0,1,1,3,3,4,1,2,5,7,,3,4,5,5,2,4,2,22,1,3,,2,2,5,2,,62db23c444b5359e77ce172b,labeled
310,2022-07-22 17:36:42,R_DqngtlONVxZwc7L,,,,,,1,1,0,1,1,2,4,5,2,3,1,7,,3,5,3,3,2,5,4,33,1,2,,6,2,1,1,,62db23c444b5359e77ce172b,labeled
236,2022-07-22 17:42:49,R_3lwlAwYomCQRJTz,0,0,0,1,1,,,,,,1,3,1,2,5,4,2,,4,6,5,3,2,5,1,33,1,1,,2,2,1,1,,62db23c444b5359e77ce172b,unlabeled
134,2022-07-22 17:48:12,R_RLm0R54q3AZjQhr,0,0,0,0,1,,,,,,2,5,1,2,4,3,7,,7,7,2,2,5,5,1,33,2,2,,2,2,5,"1,6",,62db23c444b5359e77ce172b,unlabeled
481,2022-07-22 17:52:06,R_10ucov3UdtJb5vP,,,,,,0,1,0,1,0,3,4,3,1,5,2,7,,4,4,3,3,3,2,5,33,1,1,,6,2,2,1,,62db23c444b5359e77ce172b,labeled
330,2022-07-22 17:52:20,R_2zuzsuw4pGDJz22,,,,,,0,0,0,0,0,2,4,3,2,5,1,7,,4,7,5,5,2,5,1,33,2,2,,2,2,7,"1,3,6",,62db23c444b5359e77ce172b,labeled
258,2022-07-22 17:55:05,R_2DV4muYAMaeSquI,,,,,,0,0,0,1,0,3,5,1,2,3,4,7,,4,7,3,1,2,4,1,33,2,2,,3,2,1,1,,62db23c444b5359e77ce172b,labeled
1744,2022-07-22 17:56:50,R_1jrEc6pcqPk6JA2,1,0,0,1,1,,,,,,2,1,3,2,4,5,7,,2,7,5,4,2,4,4,33,1,1,,4,1,4,1,,62db23c444b5359e77ce172a,unlabeled
159,2022-07-22 17:59:08,R_Ugu68LaA80xvpBf,0,1,0,0,0,,,,,,3,5,1,4,3,2,7,,4,4,4,4,2,4,1,33,2,2,,2,2,7,"1,6",,62db23c444b5359e77ce172b,unlabeled
185,2022-07-22 18:00:58,R_1DGTP6EnJxt6fnc,,,,,,1,1,1,1,1,2,5,3,2,4,1,6,Halal,7,7,5,5,1,5,1,33,1,1,,3,1,4,4,,62db23c444b5359e77ce172a,labeled
244,2022-07-22 18:04:59,R_2zAuQx5wdfRbiSk,0,1,0,1,1,,,,,,2,2,5,1,4,3,4,,4,6,5,4,1,5,1,33,1,2,,6,2,5,"1,4",,62db23c444b5359e77ce172b,unlabeled
253,2022-07-22 18:06:30,R_3fklNncun4s7Cmc,1,0,0,0,0,,,,,,2,3,2,1,4,5,7,,4,7,3,2,2,4,2,33,1,1,,3,2,2,1,,62db23c444b5359e77ce172b,unlabeled
244,2022-07-22 18:08:20,R_27qyLr7F7rpfJia,,,,,,0,0,1,1,1,3,4,3,1,2,5,7,,5,5,5,5,2,4,4,33,1,1,,5,1,1,1,,62db23c444b5359e77ce172a,labeled
226,2022-07-22 18:13:41,R_CjlNuD7LFEpoE9z,,,,,,0,0,0,1,1,3,3,1,2,4,5,7,,3,3,5,5,2,4,3,33,2,1,,4,1,4,1,,62db23c444b5359e77ce172a,labeled
144,2022-07-22 18:24:29,R_3M9iC6y35hKlabK,0,0,0,0,1,,,,,,2,5,1,3,4,2,7,,3,4,3,2,3,1,5,33,1,1,,3,1,1,1,,62db23c444b5359e77ce172a,unlabeled
249,2022-07-22 18:27:19,R_SQ1JwyzxleHtFxn,0,1,0,0,1,,,,,,2,5,2,3,4,1,7,,7,7,1,1,3,4,5,33,1,1,,3,1,2,1,,62db23c444b5359e77ce172a,unlabeled
278,2022-07-22 18:30:33,R_1n2gMY6Bb3YW7Yy,,,,,,1,0,0,0,0,4,2,5,1,3,4,7,,3,3,5,4,1,5,2,33,3,2,,5,1,4,1,Thanks good luck with your work ,62db23c444b5359e77ce172a,labeled
183,2022-07-22 18:33:50,R_3NDNdBWeIYtMeCN,,,,,,1,0,0,1,0,2,3,2,1,4,5,7,,7,7,2,3,3,3,4,33,1,1,,3,1,2,4,,62db23c444b5359e77ce172a,labeled
356,2022-07-22 18:34:51,R_2th7Z3cxKfeyGVM,0,0,0,0,0,,,,,,2,5,4,1,3,2,7,,7,7,1,1,3,3,2,33,1,1,,5,1,2,1,,62db23c444b5359e77ce172a,unlabeled
191,2022-07-22 18:34:58,R_1Namvi4U2QfbNig,1,0,1,0,1,,,,,,2,3,1,2,4,5,7,,5,7,5,5,1,4,1,33,1,2,,3,1,1,6,,62db23c444b5359e77ce172a,unlabeled
175,2022-07-22 18:35:00,R_2rYjt2TJke6b37x,,,,,,0,0,0,0,0,2,5,2,1,3,4,7,,5,5,4,2,3,4,3,33,2,1,,4,1,3,1,,62db23c444b5359e77ce172a,labeled
226,2022-07-22 18:37:43,R_3I3LpLKq5FQHEJF,0,0,0,1,0,,,,,,1,4,3,1,5,2,7,,0,0,5,3,2,5,1,33,1,1,,6,1,3,1,,62db23c444b5359e77ce172a,unlabeled
242,2022-07-22 18:41:26,R_3lQa2tYmipdZeql,,,,,,0,0,0,0,0,3,4,1,2,5,3,7,,5,5,3,3,2,4,3,33,2,2,,3,1,3,1,,62db23c444b5359e77ce172a,labeled
172,2022-07-22 21:43:17,R_2XcG0bV0IC7jt4Y,1,1,1,1,1,,,,,,3,2,3,1,5,4,7,,5,5,4,2,2,4,4,33,1,1,,6,2,6,1,,62db23c444b5359e77ce172b,unlabeled
